ID,overetch,distance,coeff(1),coeff(2),coeff(3),coeff(4)
505,0.125,22.5,-1.5,1.5,-1.5,-1.5
510,0.125,22.5,-1.5,1.5,0.0,1.5
508,0.125,22.5,-1.5,1.5,0.0,-1.5
511,0.125,22.5,-1.5,1.5,1.5,-1.5
509,0.125,22.5,-1.5,1.5,0.0,0.0
513,0.125,22.5,-1.5,1.5,1.5,1.5
512,0.125,22.5,-1.5,1.5,1.5,0.0
517,0.125,22.5,0.0,-1.5,0.0,-1.5
514,0.125,22.5,0.0,-1.5,-1.5,-1.5
516,0.125,22.5,0.0,-1.5,-1.5,1.5
515,0.125,22.5,0.0,-1.5,-1.5,0.0
518,0.125,22.5,0.0,-1.5,0.0,0.0
519,0.125,22.5,0.0,-1.5,0.0,1.5
520,0.125,22.5,0.0,-1.5,1.5,-1.5
522,0.125,22.5,0.0,-1.5,1.5,1.5
524,0.125,22.5,0.0,0.0,-1.5,0.0
523,0.125,22.5,0.0,0.0,-1.5,-1.5
521,0.125,22.5,0.0,-1.5,1.5,0.0
525,0.125,22.5,0.0,0.0,-1.5,1.5
527,0.125,22.5,0.0,0.0,0.0,0.0
526,0.125,22.5,0.0,0.0,0.0,-1.5
528,0.125,22.5,0.0,0.0,0.0,1.5
529,0.125,22.5,0.0,0.0,1.5,-1.5
535,0.125,22.5,0.0,1.5,0.0,-1.5
532,0.125,22.5,0.0,1.5,-1.5,-1.5
530,0.125,22.5,0.0,0.0,1.5,0.0
533,0.125,22.5,0.0,1.5,-1.5,0.0
531,0.125,22.5,0.0,0.0,1.5,1.5
534,0.125,22.5,0.0,1.5,-1.5,1.5
537,0.125,22.5,0.0,1.5,0.0,1.5
536,0.125,22.5,0.0,1.5,0.0,0.0
538,0.125,22.5,0.0,1.5,1.5,-1.5
539,0.125,22.5,0.0,1.5,1.5,0.0
540,0.125,22.5,0.0,1.5,1.5,1.5
542,0.125,22.5,1.5,-1.5,-1.5,0.0
543,0.125,22.5,1.5,-1.5,-1.5,1.5
541,0.125,22.5,1.5,-1.5,-1.5,-1.5
547,0.125,22.5,1.5,-1.5,1.5,-1.5
549,0.125,22.5,1.5,-1.5,1.5,1.5
545,0.125,22.5,1.5,-1.5,0.0,0.0
546,0.125,22.5,1.5,-1.5,0.0,1.5
550,0.125,22.5,1.5,0.0,-1.5,-1.5
544,0.125,22.5,1.5,-1.5,0.0,-1.5
548,0.125,22.5,1.5,-1.5,1.5,0.0
552,0.125,22.5,1.5,0.0,-1.5,1.5
553,0.125,22.5,1.5,0.0,0.0,-1.5
555,0.125,22.5,1.5,0.0,0.0,1.5
556,0.125,22.5,1.5,0.0,1.5,-1.5
554,0.125,22.5,1.5,0.0,0.0,0.0
551,0.125,22.5,1.5,0.0,-1.5,0.0
557,0.125,22.5,1.5,0.0,1.5,0.0
559,0.125,22.5,1.5,1.5,-1.5,-1.5
558,0.125,22.5,1.5,0.0,1.5,1.5
560,0.125,22.5,1.5,1.5,-1.5,0.0
561,0.125,22.5,1.5,1.5,-1.5,1.5
562,0.125,22.5,1.5,1.5,0.0,-1.5
564,0.125,22.5,1.5,1.5,0.0,1.5
563,0.125,22.5,1.5,1.5,0.0,0.0
567,0.125,22.5,1.5,1.5,1.5,1.5
565,0.125,22.5,1.5,1.5,1.5,-1.5
566,0.125,22.5,1.5,1.5,1.5,0.0
569,0.125,25.0,-1.5,-1.5,-1.5,0.0
570,0.125,25.0,-1.5,-1.5,-1.5,1.5
568,0.125,25.0,-1.5,-1.5,-1.5,-1.5
571,0.125,25.0,-1.5,-1.5,0.0,-1.5
572,0.125,25.0,-1.5,-1.5,0.0,0.0
573,0.125,25.0,-1.5,-1.5,0.0,1.5
574,0.125,25.0,-1.5,-1.5,1.5,-1.5
578,0.125,25.0,-1.5,0.0,-1.5,0.0
575,0.125,25.0,-1.5,-1.5,1.5,0.0
577,0.125,25.0,-1.5,0.0,-1.5,-1.5
581,0.125,25.0,-1.5,0.0,0.0,0.0
576,0.125,25.0,-1.5,-1.5,1.5,1.5
582,0.125,25.0,-1.5,0.0,0.0,1.5
580,0.125,25.0,-1.5,0.0,0.0,-1.5
583,0.125,25.0,-1.5,0.0,1.5,-1.5
579,0.125,25.0,-1.5,0.0,-1.5,1.5
584,0.125,25.0,-1.5,0.0,1.5,0.0
585,0.125,25.0,-1.5,0.0,1.5,1.5
587,0.125,25.0,-1.5,1.5,-1.5,0.0
590,0.125,25.0,-1.5,1.5,0.0,0.0
586,0.125,25.0,-1.5,1.5,-1.5,-1.5
591,0.125,25.0,-1.5,1.5,0.0,1.5
592,0.125,25.0,-1.5,1.5,1.5,-1.5
589,0.125,25.0,-1.5,1.5,0.0,-1.5
593,0.125,25.0,-1.5,1.5,1.5,0.0
594,0.125,25.0,-1.5,1.5,1.5,1.5
595,0.125,25.0,0.0,-1.5,-1.5,-1.5
588,0.125,25.0,-1.5,1.5,-1.5,1.5
596,0.125,25.0,0.0,-1.5,-1.5,0.0
597,0.125,25.0,0.0,-1.5,-1.5,1.5
599,0.125,25.0,0.0,-1.5,0.0,0.0
601,0.125,25.0,0.0,-1.5,1.5,-1.5
598,0.125,25.0,0.0,-1.5,0.0,-1.5
600,0.125,25.0,0.0,-1.5,0.0,1.5
602,0.125,25.0,0.0,-1.5,1.5,0.0
603,0.125,25.0,0.0,-1.5,1.5,1.5
604,0.125,25.0,0.0,0.0,-1.5,-1.5
605,0.125,25.0,0.0,0.0,-1.5,0.0
606,0.125,25.0,0.0,0.0,-1.5,1.5
609,0.125,25.0,0.0,0.0,0.0,1.5
607,0.125,25.0,0.0,0.0,0.0,-1.5
608,0.125,25.0,0.0,0.0,0.0,0.0
611,0.125,25.0,0.0,0.0,1.5,0.0
612,0.125,25.0,0.0,0.0,1.5,1.5
610,0.125,25.0,0.0,0.0,1.5,-1.5
613,0.125,25.0,0.0,1.5,-1.5,-1.5
616,0.125,25.0,0.0,1.5,0.0,-1.5
614,0.125,25.0,0.0,1.5,-1.5,0.0
615,0.125,25.0,0.0,1.5,-1.5,1.5
617,0.125,25.0,0.0,1.5,0.0,0.0
620,0.125,25.0,0.0,1.5,1.5,0.0
622,0.125,25.0,1.5,-1.5,-1.5,-1.5
619,0.125,25.0,0.0,1.5,1.5,-1.5
621,0.125,25.0,0.0,1.5,1.5,1.5
618,0.125,25.0,0.0,1.5,0.0,1.5
623,0.125,25.0,1.5,-1.5,-1.5,0.0
624,0.125,25.0,1.5,-1.5,-1.5,1.5
625,0.125,25.0,1.5,-1.5,0.0,-1.5
627,0.125,25.0,1.5,-1.5,0.0,1.5
626,0.125,25.0,1.5,-1.5,0.0,0.0
628,0.125,25.0,1.5,-1.5,1.5,-1.5
633,0.125,25.0,1.5,0.0,-1.5,1.5
631,0.125,25.0,1.5,0.0,-1.5,-1.5
629,0.125,25.0,1.5,-1.5,1.5,0.0
632,0.125,25.0,1.5,0.0,-1.5,0.0
634,0.125,25.0,1.5,0.0,0.0,-1.5
630,0.125,25.0,1.5,-1.5,1.5,1.5
635,0.125,25.0,1.5,0.0,0.0,0.0
636,0.125,25.0,1.5,0.0,0.0,1.5
638,0.125,25.0,1.5,0.0,1.5,0.0
639,0.125,25.0,1.5,0.0,1.5,1.5
637,0.125,25.0,1.5,0.0,1.5,-1.5
643,0.125,25.0,1.5,1.5,0.0,-1.5
642,0.125,25.0,1.5,1.5,-1.5,1.5
644,0.125,25.0,1.5,1.5,0.0,0.0
640,0.125,25.0,1.5,1.5,-1.5,-1.5
641,0.125,25.0,1.5,1.5,-1.5,0.0
645,0.125,25.0,1.5,1.5,0.0,1.5
648,0.125,25.0,1.5,1.5,1.5,1.5
647,0.125,25.0,1.5,1.5,1.5,0.0
646,0.125,25.0,1.5,1.5,1.5,-1.5
651,0.125,27.5,-1.5,-1.5,-1.5,1.5
652,0.125,27.5,-1.5,-1.5,0.0,-1.5
649,0.125,27.5,-1.5,-1.5,-1.5,-1.5
653,0.125,27.5,-1.5,-1.5,0.0,0.0
654,0.125,27.5,-1.5,-1.5,0.0,1.5
650,0.125,27.5,-1.5,-1.5,-1.5,0.0
655,0.125,27.5,-1.5,-1.5,1.5,-1.5
656,0.125,27.5,-1.5,-1.5,1.5,0.0
657,0.125,27.5,-1.5,-1.5,1.5,1.5
658,0.125,27.5,-1.5,0.0,-1.5,-1.5
659,0.125,27.5,-1.5,0.0,-1.5,0.0
660,0.125,27.5,-1.5,0.0,-1.5,1.5
661,0.125,27.5,-1.5,0.0,0.0,-1.5
662,0.125,27.5,-1.5,0.0,0.0,0.0
663,0.125,27.5,-1.5,0.0,0.0,1.5
665,0.125,27.5,-1.5,0.0,1.5,0.0
664,0.125,27.5,-1.5,0.0,1.5,-1.5
667,0.125,27.5,-1.5,1.5,-1.5,-1.5
666,0.125,27.5,-1.5,0.0,1.5,1.5
668,0.125,27.5,-1.5,1.5,-1.5,0.0
669,0.125,27.5,-1.5,1.5,-1.5,1.5
670,0.125,27.5,-1.5,1.5,0.0,-1.5
672,0.125,27.5,-1.5,1.5,0.0,1.5
671,0.125,27.5,-1.5,1.5,0.0,0.0
677,0.125,27.5,0.0,-1.5,-1.5,0.0
673,0.125,27.5,-1.5,1.5,1.5,-1.5
676,0.125,27.5,0.0,-1.5,-1.5,-1.5
675,0.125,27.5,-1.5,1.5,1.5,1.5
674,0.125,27.5,-1.5,1.5,1.5,0.0
678,0.125,27.5,0.0,-1.5,-1.5,1.5
679,0.125,27.5,0.0,-1.5,0.0,-1.5
680,0.125,27.5,0.0,-1.5,0.0,0.0
681,0.125,27.5,0.0,-1.5,0.0,1.5
682,0.125,27.5,0.0,-1.5,1.5,-1.5
683,0.125,27.5,0.0,-1.5,1.5,0.0
687,0.125,27.5,0.0,0.0,-1.5,1.5
685,0.125,27.5,0.0,0.0,-1.5,-1.5
688,0.125,27.5,0.0,0.0,0.0,-1.5
686,0.125,27.5,0.0,0.0,-1.5,0.0
684,0.125,27.5,0.0,-1.5,1.5,1.5
689,0.125,27.5,0.0,0.0,0.0,0.0
690,0.125,27.5,0.0,0.0,0.0,1.5
691,0.125,27.5,0.0,0.0,1.5,-1.5
692,0.125,27.5,0.0,0.0,1.5,0.0
693,0.125,27.5,0.0,0.0,1.5,1.5
694,0.125,27.5,0.0,1.5,-1.5,-1.5
695,0.125,27.5,0.0,1.5,-1.5,0.0
696,0.125,27.5,0.0,1.5,-1.5,1.5
699,0.125,27.5,0.0,1.5,0.0,1.5
702,0.125,27.5,0.0,1.5,1.5,1.5
698,0.125,27.5,0.0,1.5,0.0,0.0
700,0.125,27.5,0.0,1.5,1.5,-1.5
697,0.125,27.5,0.0,1.5,0.0,-1.5
703,0.125,27.5,1.5,-1.5,-1.5,-1.5
704,0.125,27.5,1.5,-1.5,-1.5,0.0
701,0.125,27.5,0.0,1.5,1.5,0.0
705,0.125,27.5,1.5,-1.5,-1.5,1.5
711,0.125,27.5,1.5,-1.5,1.5,1.5
710,0.125,27.5,1.5,-1.5,1.5,0.0
708,0.125,27.5,1.5,-1.5,0.0,1.5
709,0.125,27.5,1.5,-1.5,1.5,-1.5
707,0.125,27.5,1.5,-1.5,0.0,0.0
706,0.125,27.5,1.5,-1.5,0.0,-1.5
713,0.125,27.5,1.5,0.0,-1.5,0.0
712,0.125,27.5,1.5,0.0,-1.5,-1.5
714,0.125,27.5,1.5,0.0,-1.5,1.5
715,0.125,27.5,1.5,0.0,0.0,-1.5
716,0.125,27.5,1.5,0.0,0.0,0.0
721,0.125,27.5,1.5,1.5,-1.5,-1.5
717,0.125,27.5,1.5,0.0,0.0,1.5
722,0.125,27.5,1.5,1.5,-1.5,0.0
718,0.125,27.5,1.5,0.0,1.5,-1.5
719,0.125,27.5,1.5,0.0,1.5,0.0
720,0.125,27.5,1.5,0.0,1.5,1.5
723,0.125,27.5,1.5,1.5,-1.5,1.5
724,0.125,27.5,1.5,1.5,0.0,-1.5
726,0.125,27.5,1.5,1.5,0.0,1.5
725,0.125,27.5,1.5,1.5,0.0,0.0
728,0.125,27.5,1.5,1.5,1.5,0.0
727,0.125,27.5,1.5,1.5,1.5,-1.5
729,0.125,27.5,1.5,1.5,1.5,1.5
730,0.125,30.0,-1.5,-1.5,-1.5,-1.5
731,0.125,30.0,-1.5,-1.5,-1.5,0.0
732,0.125,30.0,-1.5,-1.5,-1.5,1.5
733,0.125,30.0,-1.5,-1.5,0.0,-1.5
734,0.125,30.0,-1.5,-1.5,0.0,0.0
736,0.125,30.0,-1.5,-1.5,1.5,-1.5
735,0.125,30.0,-1.5,-1.5,0.0,1.5
737,0.125,30.0,-1.5,-1.5,1.5,0.0
738,0.125,30.0,-1.5,-1.5,1.5,1.5
739,0.125,30.0,-1.5,0.0,-1.5,-1.5
742,0.125,30.0,-1.5,0.0,0.0,-1.5
741,0.125,30.0,-1.5,0.0,-1.5,1.5
740,0.125,30.0,-1.5,0.0,-1.5,0.0
743,0.125,30.0,-1.5,0.0,0.0,0.0
744,0.125,30.0,-1.5,0.0,0.0,1.5
746,0.125,30.0,-1.5,0.0,1.5,0.0
745,0.125,30.0,-1.5,0.0,1.5,-1.5
748,0.125,30.0,-1.5,1.5,-1.5,-1.5
751,0.125,30.0,-1.5,1.5,0.0,-1.5
747,0.125,30.0,-1.5,0.0,1.5,1.5
750,0.125,30.0,-1.5,1.5,-1.5,1.5
749,0.125,30.0,-1.5,1.5,-1.5,0.0
753,0.125,30.0,-1.5,1.5,0.0,1.5
754,0.125,30.0,-1.5,1.5,1.5,-1.5
755,0.125,30.0,-1.5,1.5,1.5,0.0
757,0.125,30.0,0.0,-1.5,-1.5,-1.5
752,0.125,30.0,-1.5,1.5,0.0,0.0
759,0.125,30.0,0.0,-1.5,-1.5,1.5
760,0.125,30.0,0.0,-1.5,0.0,-1.5
761,0.125,30.0,0.0,-1.5,0.0,0.0
756,0.125,30.0,-1.5,1.5,1.5,1.5
758,0.125,30.0,0.0,-1.5,-1.5,0.0
762,0.125,30.0,0.0,-1.5,0.0,1.5
763,0.125,30.0,0.0,-1.5,1.5,-1.5
764,0.125,30.0,0.0,-1.5,1.5,0.0
766,0.125,30.0,0.0,0.0,-1.5,-1.5
767,0.125,30.0,0.0,0.0,-1.5,0.0
768,0.125,30.0,0.0,0.0,-1.5,1.5
765,0.125,30.0,0.0,-1.5,1.5,1.5
771,0.125,30.0,0.0,0.0,0.0,1.5
772,0.125,30.0,0.0,0.0,1.5,-1.5
770,0.125,30.0,0.0,0.0,0.0,0.0
773,0.125,30.0,0.0,0.0,1.5,0.0
774,0.125,30.0,0.0,0.0,1.5,1.5
769,0.125,30.0,0.0,0.0,0.0,-1.5
776,0.125,30.0,0.0,1.5,-1.5,0.0
775,0.125,30.0,0.0,1.5,-1.5,-1.5
777,0.125,30.0,0.0,1.5,-1.5,1.5
778,0.125,30.0,0.0,1.5,0.0,-1.5
779,0.125,30.0,0.0,1.5,0.0,0.0
780,0.125,30.0,0.0,1.5,0.0,1.5
781,0.125,30.0,0.0,1.5,1.5,-1.5
782,0.125,30.0,0.0,1.5,1.5,0.0
783,0.125,30.0,0.0,1.5,1.5,1.5
784,0.125,30.0,1.5,-1.5,-1.5,-1.5
785,0.125,30.0,1.5,-1.5,-1.5,0.0
786,0.125,30.0,1.5,-1.5,-1.5,1.5
787,0.125,30.0,1.5,-1.5,0.0,-1.5
788,0.125,30.0,1.5,-1.5,0.0,0.0
790,0.125,30.0,1.5,-1.5,1.5,-1.5
792,0.125,30.0,1.5,-1.5,1.5,1.5
789,0.125,30.0,1.5,-1.5,0.0,1.5
791,0.125,30.0,1.5,-1.5,1.5,0.0
795,0.125,30.0,1.5,0.0,-1.5,1.5
794,0.125,30.0,1.5,0.0,-1.5,0.0
793,0.125,30.0,1.5,0.0,-1.5,-1.5
796,0.125,30.0,1.5,0.0,0.0,-1.5
797,0.125,30.0,1.5,0.0,0.0,0.0
800,0.125,30.0,1.5,0.0,1.5,0.0
799,0.125,30.0,1.5,0.0,1.5,-1.5
801,0.125,30.0,1.5,0.0,1.5,1.5
798,0.125,30.0,1.5,0.0,0.0,1.5
802,0.125,30.0,1.5,1.5,-1.5,-1.5
804,0.125,30.0,1.5,1.5,-1.5,1.5
805,0.125,30.0,1.5,1.5,0.0,-1.5
803,0.125,30.0,1.5,1.5,-1.5,0.0
806,0.125,30.0,1.5,1.5,0.0,0.0
808,0.125,30.0,1.5,1.5,1.5,-1.5
812,0.25,20.0,-1.5,-1.5,-1.5,0.0
809,0.125,30.0,1.5,1.5,1.5,0.0
807,0.125,30.0,1.5,1.5,0.0,1.5
810,0.125,30.0,1.5,1.5,1.5,1.5
811,0.25,20.0,-1.5,-1.5,-1.5,-1.5
813,0.25,20.0,-1.5,-1.5,-1.5,1.5
814,0.25,20.0,-1.5,-1.5,0.0,-1.5
816,0.25,20.0,-1.5,-1.5,0.0,1.5
815,0.25,20.0,-1.5,-1.5,0.0,0.0
818,0.25,20.0,-1.5,-1.5,1.5,0.0
817,0.25,20.0,-1.5,-1.5,1.5,-1.5
820,0.25,20.0,-1.5,0.0,-1.5,-1.5
822,0.25,20.0,-1.5,0.0,-1.5,1.5
819,0.25,20.0,-1.5,-1.5,1.5,1.5
821,0.25,20.0,-1.5,0.0,-1.5,0.0
824,0.25,20.0,-1.5,0.0,0.0,0.0
823,0.25,20.0,-1.5,0.0,0.0,-1.5
826,0.25,20.0,-1.5,0.0,1.5,-1.5
827,0.25,20.0,-1.5,0.0,1.5,0.0
825,0.25,20.0,-1.5,0.0,0.0,1.5
828,0.25,20.0,-1.5,0.0,1.5,1.5
829,0.25,20.0,-1.5,1.5,-1.5,-1.5
830,0.25,20.0,-1.5,1.5,-1.5,0.0
831,0.25,20.0,-1.5,1.5,-1.5,1.5
832,0.25,20.0,-1.5,1.5,0.0,-1.5
834,0.25,20.0,-1.5,1.5,0.0,1.5
833,0.25,20.0,-1.5,1.5,0.0,0.0
835,0.25,20.0,-1.5,1.5,1.5,-1.5
837,0.25,20.0,-1.5,1.5,1.5,1.5
838,0.25,20.0,0.0,-1.5,-1.5,-1.5
836,0.25,20.0,-1.5,1.5,1.5,0.0
840,0.25,20.0,0.0,-1.5,-1.5,1.5
841,0.25,20.0,0.0,-1.5,0.0,-1.5
839,0.25,20.0,0.0,-1.5,-1.5,0.0
842,0.25,20.0,0.0,-1.5,0.0,0.0
843,0.25,20.0,0.0,-1.5,0.0,1.5
845,0.25,20.0,0.0,-1.5,1.5,0.0
844,0.25,20.0,0.0,-1.5,1.5,-1.5
847,0.25,20.0,0.0,0.0,-1.5,-1.5
850,0.25,20.0,0.0,0.0,0.0,-1.5
846,0.25,20.0,0.0,-1.5,1.5,1.5
848,0.25,20.0,0.0,0.0,-1.5,0.0
851,0.25,20.0,0.0,0.0,0.0,0.0
852,0.25,20.0,0.0,0.0,0.0,1.5
849,0.25,20.0,0.0,0.0,-1.5,1.5
853,0.25,20.0,0.0,0.0,1.5,-1.5
856,0.25,20.0,0.0,1.5,-1.5,-1.5
857,0.25,20.0,0.0,1.5,-1.5,0.0
854,0.25,20.0,0.0,0.0,1.5,0.0
858,0.25,20.0,0.0,1.5,-1.5,1.5
855,0.25,20.0,0.0,0.0,1.5,1.5
861,0.25,20.0,0.0,1.5,0.0,1.5
860,0.25,20.0,0.0,1.5,0.0,0.0
859,0.25,20.0,0.0,1.5,0.0,-1.5
862,0.25,20.0,0.0,1.5,1.5,-1.5
863,0.25,20.0,0.0,1.5,1.5,0.0
867,0.25,20.0,1.5,-1.5,-1.5,1.5
865,0.25,20.0,1.5,-1.5,-1.5,-1.5
869,0.25,20.0,1.5,-1.5,0.0,0.0
864,0.25,20.0,0.0,1.5,1.5,1.5
866,0.25,20.0,1.5,-1.5,-1.5,0.0
868,0.25,20.0,1.5,-1.5,0.0,-1.5
870,0.25,20.0,1.5,-1.5,0.0,1.5
872,0.25,20.0,1.5,-1.5,1.5,0.0
873,0.25,20.0,1.5,-1.5,1.5,1.5
871,0.25,20.0,1.5,-1.5,1.5,-1.5
876,0.25,20.0,1.5,0.0,-1.5,1.5
877,0.25,20.0,1.5,0.0,0.0,-1.5
875,0.25,20.0,1.5,0.0,-1.5,0.0
874,0.25,20.0,1.5,0.0,-1.5,-1.5
878,0.25,20.0,1.5,0.0,0.0,0.0
879,0.25,20.0,1.5,0.0,0.0,1.5
880,0.25,20.0,1.5,0.0,1.5,-1.5
882,0.25,20.0,1.5,0.0,1.5,1.5
881,0.25,20.0,1.5,0.0,1.5,0.0
883,0.25,20.0,1.5,1.5,-1.5,-1.5
884,0.25,20.0,1.5,1.5,-1.5,0.0
886,0.25,20.0,1.5,1.5,0.0,-1.5
887,0.25,20.0,1.5,1.5,0.0,0.0
885,0.25,20.0,1.5,1.5,-1.5,1.5
888,0.25,20.0,1.5,1.5,0.0,1.5
891,0.25,20.0,1.5,1.5,1.5,1.5
890,0.25,20.0,1.5,1.5,1.5,0.0
892,0.25,22.5,-1.5,-1.5,-1.5,-1.5
889,0.25,20.0,1.5,1.5,1.5,-1.5
895,0.25,22.5,-1.5,-1.5,0.0,-1.5
894,0.25,22.5,-1.5,-1.5,-1.5,1.5
896,0.25,22.5,-1.5,-1.5,0.0,0.0
893,0.25,22.5,-1.5,-1.5,-1.5,0.0
900,0.25,22.5,-1.5,-1.5,1.5,1.5
897,0.25,22.5,-1.5,-1.5,0.0,1.5
898,0.25,22.5,-1.5,-1.5,1.5,-1.5
899,0.25,22.5,-1.5,-1.5,1.5,0.0
901,0.25,22.5,-1.5,0.0,-1.5,-1.5
902,0.25,22.5,-1.5,0.0,-1.5,0.0
903,0.25,22.5,-1.5,0.0,-1.5,1.5
904,0.25,22.5,-1.5,0.0,0.0,-1.5
905,0.25,22.5,-1.5,0.0,0.0,0.0
906,0.25,22.5,-1.5,0.0,0.0,1.5
907,0.25,22.5,-1.5,0.0,1.5,-1.5
908,0.25,22.5,-1.5,0.0,1.5,0.0
910,0.25,22.5,-1.5,1.5,-1.5,-1.5
911,0.25,22.5,-1.5,1.5,-1.5,0.0
909,0.25,22.5,-1.5,0.0,1.5,1.5
912,0.25,22.5,-1.5,1.5,-1.5,1.5
913,0.25,22.5,-1.5,1.5,0.0,-1.5
915,0.25,22.5,-1.5,1.5,0.0,1.5
914,0.25,22.5,-1.5,1.5,0.0,0.0
917,0.25,22.5,-1.5,1.5,1.5,0.0
916,0.25,22.5,-1.5,1.5,1.5,-1.5
918,0.25,22.5,-1.5,1.5,1.5,1.5
920,0.25,22.5,0.0,-1.5,-1.5,0.0
921,0.25,22.5,0.0,-1.5,-1.5,1.5
923,0.25,22.5,0.0,-1.5,0.0,0.0
922,0.25,22.5,0.0,-1.5,0.0,-1.5
919,0.25,22.5,0.0,-1.5,-1.5,-1.5
924,0.25,22.5,0.0,-1.5,0.0,1.5
925,0.25,22.5,0.0,-1.5,1.5,-1.5
927,0.25,22.5,0.0,-1.5,1.5,1.5
926,0.25,22.5,0.0,-1.5,1.5,0.0
930,0.25,22.5,0.0,0.0,-1.5,1.5
928,0.25,22.5,0.0,0.0,-1.5,-1.5
932,0.25,22.5,0.0,0.0,0.0,0.0
933,0.25,22.5,0.0,0.0,0.0,1.5
934,0.25,22.5,0.0,0.0,1.5,-1.5
929,0.25,22.5,0.0,0.0,-1.5,0.0
931,0.25,22.5,0.0,0.0,0.0,-1.5
937,0.25,22.5,0.0,1.5,-1.5,-1.5
936,0.25,22.5,0.0,0.0,1.5,1.5
935,0.25,22.5,0.0,0.0,1.5,0.0
940,0.25,22.5,0.0,1.5,0.0,-1.5
939,0.25,22.5,0.0,1.5,-1.5,1.5
942,0.25,22.5,0.0,1.5,0.0,1.5
941,0.25,22.5,0.0,1.5,0.0,0.0
944,0.25,22.5,0.0,1.5,1.5,0.0
943,0.25,22.5,0.0,1.5,1.5,-1.5
938,0.25,22.5,0.0,1.5,-1.5,0.0
947,0.25,22.5,1.5,-1.5,-1.5,0.0
946,0.25,22.5,1.5,-1.5,-1.5,-1.5
945,0.25,22.5,0.0,1.5,1.5,1.5
948,0.25,22.5,1.5,-1.5,-1.5,1.5
949,0.25,22.5,1.5,-1.5,0.0,-1.5
951,0.25,22.5,1.5,-1.5,0.0,1.5
952,0.25,22.5,1.5,-1.5,1.5,-1.5
953,0.25,22.5,1.5,-1.5,1.5,0.0
956,0.25,22.5,1.5,0.0,-1.5,0.0
955,0.25,22.5,1.5,0.0,-1.5,-1.5
950,0.25,22.5,1.5,-1.5,0.0,0.0
958,0.25,22.5,1.5,0.0,0.0,-1.5
957,0.25,22.5,1.5,0.0,-1.5,1.5
954,0.25,22.5,1.5,-1.5,1.5,1.5
959,0.25,22.5,1.5,0.0,0.0,0.0
960,0.25,22.5,1.5,0.0,0.0,1.5
961,0.25,22.5,1.5,0.0,1.5,-1.5
965,0.25,22.5,1.5,1.5,-1.5,0.0
963,0.25,22.5,1.5,0.0,1.5,1.5
966,0.25,22.5,1.5,1.5,-1.5,1.5
964,0.25,22.5,1.5,1.5,-1.5,-1.5
962,0.25,22.5,1.5,0.0,1.5,0.0
967,0.25,22.5,1.5,1.5,0.0,-1.5
968,0.25,22.5,1.5,1.5,0.0,0.0
969,0.25,22.5,1.5,1.5,0.0,1.5
971,0.25,22.5,1.5,1.5,1.5,0.0
970,0.25,22.5,1.5,1.5,1.5,-1.5
974,0.25,25.0,-1.5,-1.5,-1.5,0.0
972,0.25,22.5,1.5,1.5,1.5,1.5
973,0.25,25.0,-1.5,-1.5,-1.5,-1.5
976,0.25,25.0,-1.5,-1.5,0.0,-1.5
975,0.25,25.0,-1.5,-1.5,-1.5,1.5
977,0.25,25.0,-1.5,-1.5,0.0,0.0
979,0.25,25.0,-1.5,-1.5,1.5,-1.5
978,0.25,25.0,-1.5,-1.5,0.0,1.5
980,0.25,25.0,-1.5,-1.5,1.5,0.0
981,0.25,25.0,-1.5,-1.5,1.5,1.5
982,0.25,25.0,-1.5,0.0,-1.5,-1.5
987,0.25,25.0,-1.5,0.0,0.0,1.5
983,0.25,25.0,-1.5,0.0,-1.5,0.0
984,0.25,25.0,-1.5,0.0,-1.5,1.5
985,0.25,25.0,-1.5,0.0,0.0,-1.5
989,0.25,25.0,-1.5,0.0,1.5,0.0
986,0.25,25.0,-1.5,0.0,0.0,0.0
988,0.25,25.0,-1.5,0.0,1.5,-1.5
991,0.25,25.0,-1.5,1.5,-1.5,-1.5
990,0.25,25.0,-1.5,0.0,1.5,1.5
992,0.25,25.0,-1.5,1.5,-1.5,0.0
995,0.25,25.0,-1.5,1.5,0.0,0.0
994,0.25,25.0,-1.5,1.5,0.0,-1.5
993,0.25,25.0,-1.5,1.5,-1.5,1.5
997,0.25,25.0,-1.5,1.5,1.5,-1.5
996,0.25,25.0,-1.5,1.5,0.0,1.5
998,0.25,25.0,-1.5,1.5,1.5,0.0
1000,0.25,25.0,0.0,-1.5,-1.5,-1.5
999,0.25,25.0,-1.5,1.5,1.5,1.5
1001,0.25,25.0,0.0,-1.5,-1.5,0.0
1002,0.25,25.0,0.0,-1.5,-1.5,1.5
1003,0.25,25.0,0.0,-1.5,0.0,-1.5
1004,0.25,25.0,0.0,-1.5,0.0,0.0
1007,0.25,25.0,0.0,-1.5,1.5,0.0
1006,0.25,25.0,0.0,-1.5,1.5,-1.5
1008,0.25,25.0,0.0,-1.5,1.5,1.5
1005,0.25,25.0,0.0,-1.5,0.0,1.5
1010,0.25,25.0,0.0,0.0,-1.5,0.0
1009,0.25,25.0,0.0,0.0,-1.5,-1.5
1012,0.25,25.0,0.0,0.0,0.0,-1.5
1013,0.25,25.0,0.0,0.0,0.0,0.0
1011,0.25,25.0,0.0,0.0,-1.5,1.5
1014,0.25,25.0,0.0,0.0,0.0,1.5
1017,0.25,25.0,0.0,0.0,1.5,1.5
1018,0.25,25.0,0.0,1.5,-1.5,-1.5
