ID,Overetch,Distance,Mode1,Mode2,Mode3,Mode4
198,0.0,1.5,-0.075,0.0,0.15,0.0
199,0.0,1.5,-0.075,0.0,0.15,0.07499999999999998
200,0.0,1.5,-0.075,0.0,0.15,0.15
201,0.0,1.5,-0.075,0.07499999999999998,-0.15,-0.15
202,0.0,1.5,-0.075,0.07499999999999998,-0.15,-0.075
203,0.0,1.5,-0.075,0.07499999999999998,-0.15,0.0
204,0.0,1.5,-0.075,0.07499999999999998,-0.15,0.07499999999999998
205,0.0,1.5,-0.075,0.07499999999999998,-0.15,0.15
206,0.0,1.5,-0.075,0.07499999999999998,-0.075,-0.15
207,0.0,1.5,-0.075,0.07499999999999998,-0.075,-0.075
208,0.0,1.5,-0.075,0.07499999999999998,-0.075,0.0
209,0.0,1.5,-0.075,0.07499999999999998,-0.075,0.07499999999999998
210,0.0,1.5,-0.075,0.07499999999999998,-0.075,0.15
211,0.0,1.5,-0.075,0.07499999999999998,0.0,-0.15
212,0.0,1.5,-0.075,0.07499999999999998,0.0,-0.075
213,0.0,1.5,-0.075,0.07499999999999998,0.0,0.0
214,0.0,1.5,-0.075,0.07499999999999998,0.0,0.07499999999999998
215,0.0,1.5,-0.075,0.07499999999999998,0.0,0.15
216,0.0,1.5,-0.075,0.07499999999999998,0.07499999999999998,-0.15
217,0.0,1.5,-0.075,0.07499999999999998,0.07499999999999998,-0.075
218,0.0,1.5,-0.075,0.07499999999999998,0.07499999999999998,0.0
219,0.0,1.5,-0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998
220,0.0,1.5,-0.075,0.07499999999999998,0.07499999999999998,0.15
221,0.0,1.5,-0.075,0.07499999999999998,0.15,-0.15
222,0.0,1.5,-0.075,0.07499999999999998,0.15,-0.075
223,0.0,1.5,-0.075,0.07499999999999998,0.15,0.0
224,0.0,1.5,-0.075,0.07499999999999998,0.15,0.07499999999999998
225,0.0,1.5,-0.075,0.07499999999999998,0.15,0.15
226,0.0,1.5,-0.075,0.15,-0.15,-0.15
227,0.0,1.5,-0.075,0.15,-0.15,-0.075
228,0.0,1.5,-0.075,0.15,-0.15,0.0
229,0.0,1.5,-0.075,0.15,-0.15,0.07499999999999998
230,0.0,1.5,-0.075,0.15,-0.15,0.15
231,0.0,1.5,-0.075,0.15,-0.075,-0.15
232,0.0,1.5,-0.075,0.15,-0.075,-0.075
233,0.0,1.5,-0.075,0.15,-0.075,0.0
234,0.0,1.5,-0.075,0.15,-0.075,0.07499999999999998
235,0.0,1.5,-0.075,0.15,-0.075,0.15
236,0.0,1.5,-0.075,0.15,0.0,-0.15
237,0.0,1.5,-0.075,0.15,0.0,-0.075
238,0.0,1.5,-0.075,0.15,0.0,0.0
239,0.0,1.5,-0.075,0.15,0.0,0.07499999999999998
240,0.0,1.5,-0.075,0.15,0.0,0.15
241,0.0,1.5,-0.075,0.15,0.07499999999999998,-0.15
242,0.0,1.5,-0.075,0.15,0.07499999999999998,-0.075
243,0.0,1.5,-0.075,0.15,0.07499999999999998,0.0
244,0.0,1.5,-0.075,0.15,0.07499999999999998,0.07499999999999998
245,0.0,1.5,-0.075,0.15,0.07499999999999998,0.15
246,0.0,1.5,-0.075,0.15,0.15,-0.15
247,0.0,1.5,-0.075,0.15,0.15,-0.075
248,0.0,1.5,-0.075,0.15,0.15,0.0
249,0.0,1.5,-0.075,0.15,0.15,0.07499999999999998
250,0.0,1.5,-0.075,0.15,0.15,0.15
251,0.0,1.5,0.0,-0.15,-0.15,-0.15
252,0.0,1.5,0.0,-0.15,-0.15,-0.075
253,0.0,1.5,0.0,-0.15,-0.15,0.0
254,0.0,1.5,0.0,-0.15,-0.15,0.07499999999999998
255,0.0,1.5,0.0,-0.15,-0.15,0.15
256,0.0,1.5,0.0,-0.15,-0.075,-0.15
257,0.0,1.5,0.0,-0.15,-0.075,-0.075
258,0.0,1.5,0.0,-0.15,-0.075,0.0
259,0.0,1.5,0.0,-0.15,-0.075,0.07499999999999998
260,0.0,1.5,0.0,-0.15,-0.075,0.15
261,0.0,1.5,0.0,-0.15,0.0,-0.15
262,0.0,1.5,0.0,-0.15,0.0,-0.075
263,0.0,1.5,0.0,-0.15,0.0,0.0
264,0.0,1.5,0.0,-0.15,0.0,0.07499999999999998
265,0.0,1.5,0.0,-0.15,0.0,0.15
266,0.0,1.5,0.0,-0.15,0.07499999999999998,-0.15
267,0.0,1.5,0.0,-0.15,0.07499999999999998,-0.075
268,0.0,1.5,0.0,-0.15,0.07499999999999998,0.0
269,0.0,1.5,0.0,-0.15,0.07499999999999998,0.07499999999999998
270,0.0,1.5,0.0,-0.15,0.07499999999999998,0.15
271,0.0,1.5,0.0,-0.15,0.15,-0.15
272,0.0,1.5,0.0,-0.15,0.15,-0.075
273,0.0,1.5,0.0,-0.15,0.15,0.0
274,0.0,1.5,0.0,-0.15,0.15,0.07499999999999998
275,0.0,1.5,0.0,-0.15,0.15,0.15
276,0.0,1.5,0.0,-0.075,-0.15,-0.15
277,0.0,1.5,0.0,-0.075,-0.15,-0.075
278,0.0,1.5,0.0,-0.075,-0.15,0.0
279,0.0,1.5,0.0,-0.075,-0.15,0.07499999999999998
280,0.0,1.5,0.0,-0.075,-0.15,0.15
281,0.0,1.5,0.0,-0.075,-0.075,-0.15
282,0.0,1.5,0.0,-0.075,-0.075,-0.075
283,0.0,1.5,0.0,-0.075,-0.075,0.0
284,0.0,1.5,0.0,-0.075,-0.075,0.07499999999999998
285,0.0,1.5,0.0,-0.075,-0.075,0.15
286,0.0,1.5,0.0,-0.075,0.0,-0.15
287,0.0,1.5,0.0,-0.075,0.0,-0.075
288,0.0,1.5,0.0,-0.075,0.0,0.0
289,0.0,1.5,0.0,-0.075,0.0,0.07499999999999998
290,0.0,1.5,0.0,-0.075,0.0,0.15
291,0.0,1.5,0.0,-0.075,0.07499999999999998,-0.15
292,0.0,1.5,0.0,-0.075,0.07499999999999998,-0.075
293,0.0,1.5,0.0,-0.075,0.07499999999999998,0.0
294,0.0,1.5,0.0,-0.075,0.07499999999999998,0.07499999999999998
295,0.0,1.5,0.0,-0.075,0.07499999999999998,0.15
296,0.0,1.5,0.0,-0.075,0.15,-0.15
297,0.0,1.5,0.0,-0.075,0.15,-0.075
298,0.0,1.5,0.0,-0.075,0.15,0.0
299,0.0,1.5,0.0,-0.075,0.15,0.07499999999999998
300,0.0,1.5,0.0,-0.075,0.15,0.15
301,0.0,1.5,0.0,0.0,-0.15,-0.15
302,0.0,1.5,0.0,0.0,-0.15,-0.075
303,0.0,1.5,0.0,0.0,-0.15,0.0
304,0.0,1.5,0.0,0.0,-0.15,0.07499999999999998
305,0.0,1.5,0.0,0.0,-0.15,0.15
306,0.0,1.5,0.0,0.0,-0.075,-0.15
307,0.0,1.5,0.0,0.0,-0.075,-0.075
308,0.0,1.5,0.0,0.0,-0.075,0.0
309,0.0,1.5,0.0,0.0,-0.075,0.07499999999999998
310,0.0,1.5,0.0,0.0,-0.075,0.15
311,0.0,1.5,0.0,0.0,0.0,-0.15
312,0.0,1.5,0.0,0.0,0.0,-0.075
313,0.0,1.5,0.0,0.0,0.0,0.0
314,0.0,1.5,0.0,0.0,0.0,0.07499999999999998
315,0.0,1.5,0.0,0.0,0.0,0.15
316,0.0,1.5,0.0,0.0,0.07499999999999998,-0.15
317,0.0,1.5,0.0,0.0,0.07499999999999998,-0.075
318,0.0,1.5,0.0,0.0,0.07499999999999998,0.0
319,0.0,1.5,0.0,0.0,0.07499999999999998,0.07499999999999998
320,0.0,1.5,0.0,0.0,0.07499999999999998,0.15
321,0.0,1.5,0.0,0.0,0.15,-0.15
322,0.0,1.5,0.0,0.0,0.15,-0.075
323,0.0,1.5,0.0,0.0,0.15,0.0
324,0.0,1.5,0.0,0.0,0.15,0.07499999999999998
325,0.0,1.5,0.0,0.0,0.15,0.15
326,0.0,1.5,0.0,0.07499999999999998,-0.15,-0.15
327,0.0,1.5,0.0,0.07499999999999998,-0.15,-0.075
328,0.0,1.5,0.0,0.07499999999999998,-0.15,0.0
329,0.0,1.5,0.0,0.07499999999999998,-0.15,0.07499999999999998
330,0.0,1.5,0.0,0.07499999999999998,-0.15,0.15
331,0.0,1.5,0.0,0.07499999999999998,-0.075,-0.15
332,0.0,1.5,0.0,0.07499999999999998,-0.075,-0.075
333,0.0,1.5,0.0,0.07499999999999998,-0.075,0.0
334,0.0,1.5,0.0,0.07499999999999998,-0.075,0.07499999999999998
335,0.0,1.5,0.0,0.07499999999999998,-0.075,0.15
336,0.0,1.5,0.0,0.07499999999999998,0.0,-0.15
337,0.0,1.5,0.0,0.07499999999999998,0.0,-0.075
338,0.0,1.5,0.0,0.07499999999999998,0.0,0.0
339,0.0,1.5,0.0,0.07499999999999998,0.0,0.07499999999999998
340,0.0,1.5,0.0,0.07499999999999998,0.0,0.15
341,0.0,1.5,0.0,0.07499999999999998,0.07499999999999998,-0.15
342,0.0,1.5,0.0,0.07499999999999998,0.07499999999999998,-0.075
343,0.0,1.5,0.0,0.07499999999999998,0.07499999999999998,0.0
344,0.0,1.5,0.0,0.07499999999999998,0.07499999999999998,0.07499999999999998
345,0.0,1.5,0.0,0.07499999999999998,0.07499999999999998,0.15
346,0.0,1.5,0.0,0.07499999999999998,0.15,-0.15
347,0.0,1.5,0.0,0.07499999999999998,0.15,-0.075
348,0.0,1.5,0.0,0.07499999999999998,0.15,0.0
349,0.0,1.5,0.0,0.07499999999999998,0.15,0.07499999999999998
350,0.0,1.5,0.0,0.07499999999999998,0.15,0.15
351,0.0,1.5,0.0,0.15,-0.15,-0.15
352,0.0,1.5,0.0,0.15,-0.15,-0.075
353,0.0,1.5,0.0,0.15,-0.15,0.0
354,0.0,1.5,0.0,0.15,-0.15,0.07499999999999998
355,0.0,1.5,0.0,0.15,-0.15,0.15
356,0.0,1.5,0.0,0.15,-0.075,-0.15
357,0.0,1.5,0.0,0.15,-0.075,-0.075
358,0.0,1.5,0.0,0.15,-0.075,0.0
359,0.0,1.5,0.0,0.15,-0.075,0.07499999999999998
360,0.0,1.5,0.0,0.15,-0.075,0.15
361,0.0,1.5,0.0,0.15,0.0,-0.15
362,0.0,1.5,0.0,0.15,0.0,-0.075
363,0.0,1.5,0.0,0.15,0.0,0.0
364,0.0,1.5,0.0,0.15,0.0,0.07499999999999998
365,0.0,1.5,0.0,0.15,0.0,0.15
366,0.0,1.5,0.0,0.15,0.07499999999999998,-0.15
367,0.0,1.5,0.0,0.15,0.07499999999999998,-0.075
368,0.0,1.5,0.0,0.15,0.07499999999999998,0.0
369,0.0,1.5,0.0,0.15,0.07499999999999998,0.07499999999999998
370,0.0,1.5,0.0,0.15,0.07499999999999998,0.15
371,0.0,1.5,0.0,0.15,0.15,-0.15
372,0.0,1.5,0.0,0.15,0.15,-0.075
373,0.0,1.5,0.0,0.15,0.15,0.0
374,0.0,1.5,0.0,0.15,0.15,0.07499999999999998
375,0.0,1.5,0.0,0.15,0.15,0.15
376,0.0,1.5,0.07499999999999998,-0.15,-0.15,-0.15
377,0.0,1.5,0.07499999999999998,-0.15,-0.15,-0.075
378,0.0,1.5,0.07499999999999998,-0.15,-0.15,0.0
379,0.0,1.5,0.07499999999999998,-0.15,-0.15,0.07499999999999998
380,0.0,1.5,0.07499999999999998,-0.15,-0.15,0.15
381,0.0,1.5,0.07499999999999998,-0.15,-0.075,-0.15
382,0.0,1.5,0.07499999999999998,-0.15,-0.075,-0.075
383,0.0,1.5,0.07499999999999998,-0.15,-0.075,0.0
384,0.0,1.5,0.07499999999999998,-0.15,-0.075,0.07499999999999998
385,0.0,1.5,0.07499999999999998,-0.15,-0.075,0.15
386,0.0,1.5,0.07499999999999998,-0.15,0.0,-0.15
387,0.0,1.5,0.07499999999999998,-0.15,0.0,-0.075
388,0.0,1.5,0.07499999999999998,-0.15,0.0,0.0
389,0.0,1.5,0.07499999999999998,-0.15,0.0,0.07499999999999998
390,0.0,1.5,0.07499999999999998,-0.15,0.0,0.15
391,0.0,1.5,0.07499999999999998,-0.15,0.07499999999999998,-0.15
392,0.0,1.5,0.07499999999999998,-0.15,0.07499999999999998,-0.075
393,0.0,1.5,0.07499999999999998,-0.15,0.07499999999999998,0.0
394,0.0,1.5,0.07499999999999998,-0.15,0.07499999999999998,0.07499999999999998
395,0.0,1.5,0.07499999999999998,-0.15,0.07499999999999998,0.15
396,0.0,1.5,0.07499999999999998,-0.15,0.15,-0.15
397,0.0,1.5,0.07499999999999998,-0.15,0.15,-0.075
398,0.0,1.5,0.07499999999999998,-0.15,0.15,0.0
399,0.0,1.5,0.07499999999999998,-0.15,0.15,0.07499999999999998
400,0.0,1.5,0.07499999999999998,-0.15,0.15,0.15
401,0.0,1.5,0.07499999999999998,-0.075,-0.15,-0.15
402,0.0,1.5,0.07499999999999998,-0.075,-0.15,-0.075
403,0.0,1.5,0.07499999999999998,-0.075,-0.15,0.0
404,0.0,1.5,0.07499999999999998,-0.075,-0.15,0.07499999999999998
405,0.0,1.5,0.07499999999999998,-0.075,-0.15,0.15
406,0.0,1.5,0.07499999999999998,-0.075,-0.075,-0.15
407,0.0,1.5,0.07499999999999998,-0.075,-0.075,-0.075
408,0.0,1.5,0.07499999999999998,-0.075,-0.075,0.0
409,0.0,1.5,0.07499999999999998,-0.075,-0.075,0.07499999999999998
410,0.0,1.5,0.07499999999999998,-0.075,-0.075,0.15
411,0.0,1.5,0.07499999999999998,-0.075,0.0,-0.15
412,0.0,1.5,0.07499999999999998,-0.075,0.0,-0.075
413,0.0,1.5,0.07499999999999998,-0.075,0.0,0.0
414,0.0,1.5,0.07499999999999998,-0.075,0.0,0.07499999999999998
415,0.0,1.5,0.07499999999999998,-0.075,0.0,0.15
416,0.0,1.5,0.07499999999999998,-0.075,0.07499999999999998,-0.15
417,0.0,1.5,0.07499999999999998,-0.075,0.07499999999999998,-0.075
418,0.0,1.5,0.07499999999999998,-0.075,0.07499999999999998,0.0
419,0.0,1.5,0.07499999999999998,-0.075,0.07499999999999998,0.07499999999999998
420,0.0,1.5,0.07499999999999998,-0.075,0.07499999999999998,0.15
421,0.0,1.5,0.07499999999999998,-0.075,0.15,-0.15
422,0.0,1.5,0.07499999999999998,-0.075,0.15,-0.075
423,0.0,1.5,0.07499999999999998,-0.075,0.15,0.0
424,0.0,1.5,0.07499999999999998,-0.075,0.15,0.07499999999999998
425,0.0,1.5,0.07499999999999998,-0.075,0.15,0.15
426,0.0,1.5,0.07499999999999998,0.0,-0.15,-0.15
427,0.0,1.5,0.07499999999999998,0.0,-0.15,-0.075
428,0.0,1.5,0.07499999999999998,0.0,-0.15,0.0
429,0.0,1.5,0.07499999999999998,0.0,-0.15,0.07499999999999998
430,0.0,1.5,0.07499999999999998,0.0,-0.15,0.15
431,0.0,1.5,0.07499999999999998,0.0,-0.075,-0.15
432,0.0,1.5,0.07499999999999998,0.0,-0.075,-0.075
433,0.0,1.5,0.07499999999999998,0.0,-0.075,0.0
434,0.0,1.5,0.07499999999999998,0.0,-0.075,0.07499999999999998
435,0.0,1.5,0.07499999999999998,0.0,-0.075,0.15
436,0.0,1.5,0.07499999999999998,0.0,0.0,-0.15
437,0.0,1.5,0.07499999999999998,0.0,0.0,-0.075
438,0.0,1.5,0.07499999999999998,0.0,0.0,0.0
439,0.0,1.5,0.07499999999999998,0.0,0.0,0.07499999999999998
440,0.0,1.5,0.07499999999999998,0.0,0.0,0.15
441,0.0,1.5,0.07499999999999998,0.0,0.07499999999999998,-0.15
442,0.0,1.5,0.07499999999999998,0.0,0.07499999999999998,-0.075
443,0.0,1.5,0.07499999999999998,0.0,0.07499999999999998,0.0
